Site,Site_name,Site_num,VOR,DB.P,DB.Ht,W.P,W.Ht,E.P,E.Ht,A.P,A.Ht,H.P,H.Ht,L.P,L.Ht,B.P,Common_name,Vis
BunkerHill23,BunkerHill,23,1.85,1.7,2.01,0.2,0.36,3.1,1.94,0,0,3.7,3.84,0.4,0.08,0.1,Semipalmated Plover,0
BunkerHill23,BunkerHill,23,1.85,1.7,2.01,0.2,0.36,3.1,1.94,0,0,3.7,3.84,0.4,0.08,0.1,Semipalmated Sandpiper,0
BunkerHill23,BunkerHill,23,1.85,1.7,2.01,0.2,0.36,3.1,1.94,0,0,3.7,3.84,0.4,0.08,0.1,Short-eared Owl,0
BunkerHill23,BunkerHill,23,1.85,1.7,2.01,0.2,0.36,3.1,1.94,0,0,3.7,3.84,0.4,0.08,0.1,Snow Bunting,0
BunkerHill23,BunkerHill,23,1.85,1.7,2.01,0.2,0.36,3.1,1.94,0,0,3.7,3.84,0.4,0.08,0.1,Tundra Swan,0
BunkerHill23,BunkerHill,23,1.85,1.7,2.01,0.2,0.36,3.1,1.94,0,0,3.7,3.84,0.4,0.08,0.1,Western Sandpiper,0
BunkerHill23,BunkerHill,23,1.85,1.7,2.01,0.2,0.36,3.1,1.94,0,0,3.7,3.84,0.4,0.08,0.1,Whimbrel,0
BunkerHill23,BunkerHill,23,1.85,1.7,2.01,0.2,0.36,3.1,1.94,0,0,3.7,3.84,0.4,0.08,0.1,White-crowned Sparrow,0
BunkerHill23,BunkerHill,23,1.85,1.7,2.01,0.2,0.36,3.1,1.94,0,0,3.7,3.84,0.4,0.08,0.1,Willow Ptarmigan,0
BunkerHill23,BunkerHill,23,1.85,1.7,2.01,0.2,0.36,3.1,1.94,0,0,3.7,3.84,0.4,0.08,0.1,Wilson's Snipe,0
BunkerHill23,BunkerHill,23,1.85,1.7,2.01,0.2,0.36,3.1,1.94,0,0,3.7,3.84,0.4,0.08,0.1,Wilson's Warbler,0
BunkerHill23,BunkerHill,23,1.85,1.7,2.01,0.2,0.36,3.1,1.94,0,0,3.7,3.84,0.4,0.08,0.1,Yellow Warbler,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,American Golden-Plover,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,American Pipit,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,American Robin,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,American Tree Sparrow,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Arctic Warbler,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Bar-tailed Godwit,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Black-bellied Plover,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Blackpoll Warbler,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Bluethroat,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Bristle-thighed Curlew,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Cackling Goose,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Common Raven,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Common Redpoll,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Dunlin,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Eastern Yellow Wagtail,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Fox Sparrow,2
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Glaucous Gull,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Golden-crowned Sparrow,1
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Golden Eagle,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Gray-cheeked Thrush,1
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Hoary Redpoll,3
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Horned Lark,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Lapland Longspur,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Long-tailed Duck,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Long-tailed Jaeger,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Northern Harrier,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Northern Pintail,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Northern Waterthrush,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Northern Wheatear,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Orange-crowned Warbler,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Pacific Golden-Plover,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Parasitic Jaeger,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Pectoral Sandpiper,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Rock Ptarmigan,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Rough-legged Hawk,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Savannah Sparrow,1
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Semipalmated Plover,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Semipalmated Sandpiper,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Short-eared Owl,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Snow Bunting,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Tundra Swan,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Western Sandpiper,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Whimbrel,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,White-crowned Sparrow,1
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Willow Ptarmigan,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Wilson's Snipe,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Wilson's Warbler,0
BunkerHill24,BunkerHill,24,1.85,2.2,2.28,0.6,1.02,3.1,2.01,0,0,2.7,3.47,0.9,0.07,0.1,Yellow Warbler,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,American Golden-Plover,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,American Pipit,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,American Robin,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,American Tree Sparrow,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Arctic Warbler,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Bar-tailed Godwit,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Black-bellied Plover,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Blackpoll Warbler,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Bluethroat,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Bristle-thighed Curlew,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Cackling Goose,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Common Raven,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Common Redpoll,2
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Dunlin,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Eastern Yellow Wagtail,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Fox Sparrow,2
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Glaucous Gull,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Golden-crowned Sparrow,1
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Golden Eagle,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Gray-cheeked Thrush,1
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Hoary Redpoll,7
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Horned Lark,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Lapland Longspur,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Long-tailed Duck,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Long-tailed Jaeger,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Northern Harrier,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Northern Pintail,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Northern Waterthrush,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Northern Wheatear,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Orange-crowned Warbler,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Pacific Golden-Plover,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Parasitic Jaeger,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Pectoral Sandpiper,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Rock Ptarmigan,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Rough-legged Hawk,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Savannah Sparrow,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Semipalmated Plover,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Semipalmated Sandpiper,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Short-eared Owl,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Snow Bunting,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Tundra Swan,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Western Sandpiper,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Whimbrel,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,White-crowned Sparrow,1
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Willow Ptarmigan,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Wilson's Snipe,1
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Wilson's Warbler,0
BunkerHill25,BunkerHill,25,2.95,1.7,2,1.8,2.25,2,2.32,0,0,3.6,3.85,0.5,0.06,0.1,Yellow Warbler,2
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,American Golden-Plover,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,American Pipit,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,American Robin,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,American Tree Sparrow,1
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Arctic Warbler,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Bar-tailed Godwit,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Black-bellied Plover,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Blackpoll Warbler,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Bluethroat,2
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Bristle-thighed Curlew,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Cackling Goose,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Common Raven,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Common Redpoll,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Dunlin,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Eastern Yellow Wagtail,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Fox Sparrow,1
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Glaucous Gull,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Golden-crowned Sparrow,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Golden Eagle,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Gray-cheeked Thrush,2
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Hoary Redpoll,5
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Horned Lark,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Lapland Longspur,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Long-tailed Duck,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Long-tailed Jaeger,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Northern Harrier,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Northern Pintail,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Northern Waterthrush,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Northern Wheatear,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Orange-crowned Warbler,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Pacific Golden-Plover,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Parasitic Jaeger,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Pectoral Sandpiper,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Rock Ptarmigan,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Rough-legged Hawk,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Savannah Sparrow,2
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Semipalmated Plover,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Semipalmated Sandpiper,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Short-eared Owl,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Snow Bunting,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Tundra Swan,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Western Sandpiper,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Whimbrel,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,White-crowned Sparrow,1
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Willow Ptarmigan,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Wilson's Snipe,1
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Wilson's Warbler,0
BunkerHill26,BunkerHill,26,2.15,2,3.01,1.2,1.45,2,2.32,0,0,4,4.14,0,0,0.1,Yellow Warbler,1
BunkerHill27,BunkerHill,27,3.75,2.66666666666667,4.91666666666667,0.666666666666667,2.68333333333333,2.16666666666667,3.56666666666667,0,0,4,5.63333333333333,0,0,0,American Golden-Plover,0
BunkerHill27,BunkerHill,27,3.75,2.66666666666667,4.91666666666667,0.666666666666667,2.68333333333333,2.16666666666667,3.56666666666667,0,0,4,5.63333333333333,0,0,0,American Pipit,0
BunkerHill27,BunkerHill,27,3.75,2.66666666666667,4.91666666666667,0.666666666666667,2.68333333333333,2.16666666666667,3.56666666666667,0,0,4,5.63333333333333,0,0,0,American Robin,0
BunkerHill27,BunkerHill,27,3.75,2.66666666666667,4.91666666666667,0.666666666666667,2.68333333333333,2.16666666666667,3.56666666666667,0,0,4,5.63333333333333,0,0,0,American Tree Sparrow,1
BunkerHill27,BunkerHill,27,3.75,2.66666666666667,4.91666666666667,0.666666666666667,2.68333333333333,2.16666666666667,3.56666666666667,0,0,4,5.63333333333333,0,0,0,Arctic Warbler,0
BunkerHill27,BunkerHill,27,3.75,2.66666666666667,4.91666666666667,0.666666666666667,2.68333333333333,2.16666666666667,3.56666666666667,0,0,4,5.63333333333333,0,0,0,Bar-tailed Godwit,0
BunkerHill27,BunkerHill,27,3.75,2.66666666666667,4.91666666666667,0.666666666666667,2.68333333333333,2.16666666666667,3.56666666666667,0,0,4,5.63333333333333,0,0,0,Black-bellied Plover,0
BunkerHill27,BunkerHill,27,3.75,2.66666666666667,4.91666666666667,0.666666666666667,2.68333333333333,2.16666666666667,3.56666666666667,0,0,4,5.63333333333333,0,0,0,Blackpoll Warbler,0
BunkerHill27,BunkerHill,27,3.75,2.66666666666667,4.91666666666667,0.666666666666667,2.68333333333333,2.16666666666667,3.56666666666667,0,0,4,5.63333333333333,0,0,0,Bluethroat,1
BunkerHill27,BunkerHill,27,3.75,2.66666666666667,4.91666666666667,0.666666666666667,2.68333333333333,2.16666666666667,3.56666666666667,0,0,4,5.63333333333333,0,0,0,Bristle-thighed Curlew,0
BunkerHill27,BunkerHill,27,3.75,2.66666666666667,4.91666666666667,0.666666666666667,2.68333333333333,2.16666666666667,3.56666666666667,0,0,4,5.63333333333333,0,0,0,Cackling Goose,0
BunkerHill27,BunkerHill,27,3.75,2.66666666666667,4.91666666666667,0.666666666666667,2.68333333333333,2.16666666666667,3.56666666666667,0,0,4,5.63333333333333,0,0,0,Common Raven,0
BunkerHill27,BunkerHill,27,3.75,2.66666666666667,4.91666666666667,0.666666666666667,2.68333333333333,2.16666666666667,3.56666666666667,0,0,4,5.63333333333333,0,0,0,Common Redpoll,0
BunkerHill27,BunkerHill,27,3.75,2.66666666666667,4.91666666666667,0.666666666666667,2.68333333333333,2.16666666666667,3.56666666666667,0,0,4,5.63333333333333,0,0,0,Dunlin,0
BunkerHill27,BunkerHill,27,3.75,2.66666666666667,4.91666666666667,0.666666666666667,2.68333333333333,2.16666666666667,3.56666666666667,0,0,4,5.63333333333333,0,0,0,Eastern Yellow Wagtail,0
BunkerHill27,BunkerHill,27,3.75,2.66666666666667,4.91666666666667,0.666666666666667,2.68333333333333,2.16666666666667,3.56666666666667,0,0,4,5.63333333333333,0,0,0,Fox Sparrow,1
BunkerHill27,BunkerHill,27,3.75,2.66666666666667,4.91666666666667,0.666666666666667,2.68333333333333,2.16666666666667,3.56666666666667,0,0,4,5.63333333333333,0,0,0,Glaucous Gull,0
BunkerHill27,BunkerHill,27,3.75,2.66666666666667,4.91666666666667,0.666666666666667,2.68333333333333,2.16666666666667,3.56666666666667,0,0,4,5.63333333333333,0,0,0,Golden-crowned Sparrow,1
BunkerHill27,BunkerHill,27,3.75,2.66666666666667,4.91666666666667,0.666666666666667,2.68333333333333,2.16666666666667,3.56666666666667,0,0,4,5.63333333333333,0,0,0,Golden Eagle,0
